AccountID,NumTransactions,AvgAmount,MaxAmount,TotalIn,MaxIn,TotalOut,MaxCashOut,MaxDebit,MaxTransfer,MaxPayment,MaxFreqH,MaxFreqD
C1441810330,102,147295.04901960783,1184529.08,8598471.22,349727.43,6425623.78,250667.11,315.22,1184529.08,15353.56,5,15
C1442065312,255,146471.0428627451,3502029.19,20358637.71,432134.1,16991478.22,278954.63,2446.34,3502029.19,43227.61,9,34
C1442398046,23,211325.3356521739,1685657.72,3174825.0,234546.21,1685657.72,0.0,0.0,1685657.72,0.0,1,5
C1442409729,86,117773.96953488373,999175.8,5889974.84,374696.61,4238586.54,279688.07,0.0,999175.8,19292.25,2,15
C1442750528,53,153508.48754716982,3155806.06,2108667.57,220039.94,6027282.27,297827.68,5478.43,3155806.06,21832.2,3,8
C1443783398,196,123020.48168367348,1732387.55,11701698.46,396248.52,12410315.95,293058.32,0.0,1732387.55,24883.16,6,34
C1444245006,344,139807.23671511628,3459220.76,14404485.11,378511.32,33689204.32,243336.86,6027.76,3459220.76,27638.36,9,56
C1445124687,11,152491.19636363635,451496.0,463823.45,230071.37,1213579.71,194022.25,0.0,451496.0,16559.8,1,2
C1446221305,20,160071.831,977946.42,1273727.26,361248.44,1927709.36,186601.7,14576.25,977946.42,15181.87,2,7
C1446788666,288,126347.75534722222,2057905.8,10487959.15,404813.18,25900194.39,267102.3,8777.77,2057905.8,36598.05,8,48
C1448005460,437,162247.708604119,2174844.17,37716315.17,411261.9,33185933.49,302219.08,0.0,2174844.17,24560.19,11,62
C1448018485,256,127328.0108203125,1706713.03,18270219.66,381050.92,14325751.11,281917.28,8864.65,1706713.03,23186.51,9,40
C1448067452,106,156110.9724528302,2647734.91,3622770.64,261369.37,12924992.44,274212.04,8481.19,2647734.91,17085.51,5,19
C1450251115,146,136521.8452739726,1856926.18,5604255.96,359953.82,14327933.45,263003.63,7673.51,1856926.18,23247.84,5,29
C1453125969,13,90510.17615384616,250426.85,250426.85,250426.85,926205.44,186431.05,0.0,0.0,10773.68,1,3
C1454984014,125,168809.93384,2859639.08,6586961.68,264680.01,14514280.05,272950.52,10044.62,2859639.08,15998.78,4,22
C1457001187,52,172630.62711538462,3029312.83,1870609.23,300477.28,7106183.38,249464.42,3310.68,3029312.83,22495.35,2,9
C1459041524,5,103564.514,195076.46,313662.78,175984.99,204159.79,195076.46,4951.04,0.0,0.0,1,2
C1463250283,44,347745.9793181818,3008593.78,3024395.74,309038.33,12276427.35,206575.71,2219.09,3008593.78,16970.3,3,8
C1465213989,52,89401.85711538463,256329.0,3649843.63,256329.0,999052.94,234978.67,0.0,190037.45,14444.5,2,6
C1466271706,253,124641.70221343874,1841234.39,16848204.49,337091.05,14686146.17,255209.11,9927.22,1841234.39,25895.33,6,36
C1466456398,34,109203.16323529412,252967.46,2867853.77,212041.63,845053.78,252967.46,0.0,0.0,8441.21,2,6
C1466874854,724,134607.5483287293,2573675.73,51138287.28,374366.7,46317577.71,269555.31,5953.32,2573675.73,28802.0,16,127
C1468094951,263,165176.90403041826,3009926.51,16986143.96,391115.06,26455381.8,332650.19,41992.16,3009926.51,20107.4,8,51
C1468205771,70,119723.276,1707452.91,2706576.66,223582.39,5674052.66,261923.01,7474.52,1707452.91,16414.38,3,10
C1469537590,113,182768.5339823009,3142494.2,12234825.41,307710.23,8418018.93,174086.81,4352.56,3142494.2,13653.62,3,16
C1469755741,53,169048.3116981132,1749438.79,1305449.37,246767.93,7654111.15,276472.47,10576.14,1749438.79,17735.33,3,8
C1471343358,106,123948.25047169812,1493849.47,7231736.03,300856.66,5906778.5200000005,245243.91,5084.16,1493849.47,24772.41,4,18
C1472108249,117,133820.70085470084,1976702.03,4860037.98,379078.81,10796984.02,276338.02,10643.75,1976702.03,24035.65,5,17
C1472326358,8,150985.0175,246833.24,897512.06,187012.05,310368.08,246833.24,0.0,0.0,0.0,1,2
C1472983442,37,146867.27351351353,927890.09,4156442.55,313437.79,1277646.5699999998,249836.79,0.0,927890.09,14219.76,2,7
C1474366393,197,131841.940964467,1530871.81,14509528.73,361109.49,11463333.64,319560.68,2128.95,1530871.81,20908.48,7,31
C1476280639,6,500159.385,2286447.63,700085.02,290836.44,2300871.29,7175.21,0.0,2286447.63,7248.45,1,1
C1476382155,10,334603.444,1876301.93,716174.66,201989.92,2629859.78,18481.95,0.0,1876301.93,10324.26,1,2
C1476478793,10,215860.49700000003,1184121.32,439502.71,182983.12,1719102.26,181379.71,0.0,1184121.32,23098.59,2,3
C1476546003,11,91554.51,229418.08,610704.74,229418.08,396394.87,174409.84,0.0,0.0,21498.58,1,3
C1478195945,38,270430.1192105263,2956290.81,2173306.9,293545.43,8103037.63,139723.93,10005.75,2956290.81,25224.93,2,6
C1480318875,22,140327.52454545454,1182935.15,851744.97,219616.6,2235460.57,302062.99,0.0,1182935.15,15714.84,3,4
C1480485670,9,141907.65777777776,232261.79,1277168.92,232261.79,0.0,0.0,0.0,0.0,0.0,2,3
C1481761582,92,151630.74891304347,2146850.36,8239768.7,331965.68,5710260.2,214826.2,372.16,2146850.36,15254.25,4,14
C1484029529,108,119296.53555555556,1645351.55,3863184.63,296141.77,9020841.21,226811.17,16440.24,1645351.55,23383.83,6,15
C1486012408,431,130695.8800464037,2423176.79,30114297.13,445761.9,26215627.17,253397.41,2494.67,2423176.79,34359.57,10,69
C1486322549,41,131236.80000000002,1142366.35,1399155.55,263855.7,3981553.25,288788.49,2977.21,1142366.35,24380.62,2,5
C1486461811,134,118798.9021641791,1931823.79,5485034.32,300688.65,10434018.57,287125.3,4089.89,1931823.79,23831.55,5,20
C1488514321,185,140542.74237837837,2943915.61,6676944.36,295906.47,19323462.98,267142.83,5923.6,2943915.61,24387.93,5,29
C1488577784,22,184313.87,1671372.34,800115.26,229012.14,3254789.88,183957.38,7696.76,1671372.34,16340.34,2,4
C1490937278,5,107887.678,170758.18,412969.31,170758.18,126469.08,125090.66,1378.42,0.0,0.0,1,2
C1493812785,5,392500.488,1061757.42,117566.5,117566.5,1844935.94,162084.61,0.0,1061757.42,3074.27,1,2
C1494523371,13,69138.51846153846,163785.44,497324.07000000007,163785.44,401476.67,143963.78,0.0,0.0,20383.72,2,3
C1499557064,99,131353.42080808082,1308529.14,5101901.33,314277.47,7902087.33,356340.39,18080.63,1308529.14,22373.38,4,17
C1500467793,57,161581.75210526318,1533746.79,5922606.600000001,302075.33,3287553.27,226517.02,2295.52,1533746.79,22785.43,3,11
C1501570617,197,146392.732893401,4396145.37,6384035.88,283195.27,22455332.5,279638.93,5477.57,4396145.37,24139.17,7,35
C1501985889,114,133115.66614035086,2229740.23,6149286.97,349419.85,9025898.97,239433.98,4854.9,2229740.23,24414.34,4,16
C1502846178,40,130319.12225,805011.8,3691797.3,314891.01,1520967.59,192205.75,0.0,805011.8,0.0,2,6
C1503592223,251,160662.2827888446,2821941.77,18158268.84,357571.3,22167964.14,284481.47,0.0,2821941.77,26977.14,8,48
C1505300178,511,138415.20769080234,2316119.17,37585396.08,432568.83,33144775.05,287834.09,11652.95,2316119.17,31696.41,12,81
C1505653819,38,155662.9557894737,1093248.4,1980474.68,378472.7,3934717.64,335331.93,0.0,1093248.4,17282.71,2,8
C1508266038,249,144649.49028112448,2508297.6,14004939.0,358111.28,22012784.08,298848.02,0.0,2508297.6,23051.12,9,34
C1508530367,59,139359.92033898304,832316.84,2995616.23,294090.97,5226619.07,239630.58,0.0,832316.84,17613.84,3,14
C1508649727,310,157428.95138709678,2451761.68,19918387.68,449630.0,28884587.25,289988.7,5862.96,2451761.68,22310.67,8,49
C1509670701,3,119490.04666666665,191611.36,344688.76,191611.36,13781.38,0.0,0.0,0.0,13781.38,1,1
C1511132987,460,138051.80617391306,2118791.94,25857247.83,386978.41,37646583.01,292106.3,0.0,2118791.94,23622.73,10,65
C1511315109,26,84980.22923076923,282422.21,1737276.75,282422.21,472209.21,223050.43,0.0,8348.61,16403.42,2,3
C1513560089,50,155341.178,1092223.08,5011011.72,259703.86,2756047.18,327345.9,0.0,1092223.08,11770.57,3,13
C1514467789,143,168855.35986013987,2024272.39,13753796.23,333928.46,10392520.23,261665.27,6284.75,2024272.39,15441.86,5,27
C1514958436,322,145902.52338509317,2512765.34,19562922.56,427919.74,27417689.97,233900.81,6583.03,2512765.34,20412.51,9,46
C1515000323,532,153646.81400375938,3986678.59,35361665.05,545246.42,46378440.0,293037.68,6005.06,3986678.59,26532.13,12,104
C1516641668,250,142247.65456,1962185.09,19538706.1,354005.29,16023207.54,283163.19,306.54,1962185.09,20244.11,6,33
C1517072211,129,127392.32085271318,1241174.11,9266872.7,297857.21,7166736.69,277328.88,0.0,1241174.11,22745.22,5,25
C1517185100,106,129190.53905660378,2763983.99,3040497.45,333007.17,10653699.69,299952.87,24729.17,2763983.99,22061.67,3,15
C1518149014,29,112008.5975862069,295670.16,1139052.29,282016.27,2109197.04,224129.24,3686.04,295670.16,20767.79,2,5
C1518356193,136,118442.62014705884,1050551.37,8015107.729999999,276638.69,8093088.61,224855.08,0.0,1050551.37,22343.01,4,19
C1520068032,206,143653.54601941747,2673235.01,12505577.53,338584.0,17087052.95,279201.56,3147.86,2673235.01,22540.63,7,35
C1520397877,28,111196.4742857143,335829.32,2656489.56,335829.32,457011.72,221262.24,3415.51,2467.22,13331.3,2,4
C1521192234,190,131024.45478947368,2913874.82,14139554.57,279164.19,10755091.84,258885.22,8652.71,2913874.82,19363.55,6,29
C1522301704,117,157037.28102564102,2952935.02,8552217.33,269516.75,9821144.55,274183.84,6937.27,2952935.02,17486.6,5,17
C1522588604,112,223994.11625,3098231.67,9246682.8,326711.23,15840658.22,204684.33,0.0,3098231.67,24070.38,4,24
C1523045056,45,198039.5304444444,1404726.27,3498202.71,274760.93,5413576.16,324742.15,0.0,1404726.27,11367.96,2,11
C1523458613,42,172057.0461904762,1682017.7,4184906.11,333250.98,3041489.83,248241.48,0.0,1682017.7,13046.42,2,7
C1525350222,706,133048.33440509916,3141220.53,42106221.36,373302.2,51825902.73,285731.23,6636.66,3141220.53,27500.76,12,92
C1525880755,19,105172.57578947367,274215.58,1878196.06,274215.58,120082.88,93105.12,3033.12,0.0,15180.57,2,3
C1527320897,275,139002.52272727274,3294346.07,14223201.45,298161.43,24002492.3,289427.17,5152.08,3294346.07,23161.37,6,41
C1529346577,282,142828.06216312057,1702061.23,21634444.56,328980.13,18643068.97,292862.33,14104.71,1702061.23,21627.76,10,52
C1530052293,62,164505.9620967742,1470479.56,2023247.95,351423.51,8176121.7,215049.77,0.0,1470479.56,17714.4,3,10
C1530179627,49,122141.4781632653,653953.36,4157281.55,258151.23,1827650.88,228015.72,3656.57,653953.36,7685.81,3,9
C1530804465,83,130572.37108433736,1969656.37,3006036.71,307968.68,7831470.09,282510.08,3586.33,1969656.37,12088.76,5,16
C1531394167,71,159221.66732394366,2655237.13,2931590.37,290386.2,8373148.01,214944.26,4109.16,2655237.13,24663.82,4,9
C1532340093,74,158773.03554054053,1089096.45,4998692.85,362223.35,6750511.78,344550.61,0.0,1089096.45,18307.8,3,15
C1532429641,250,132901.584,1234287.14,18199641.9,358930.65,15025754.1,258152.96,16705.5,1234287.14,25850.09,7,42
C1533409242,19,102172.93842105263,409069.46,774226.9,213799.28,1167058.9300000002,249652.42,0.0,409069.46,20284.39,3,3
C1533731141,87,193821.05816091952,2235587.27,1979606.89,259861.41,14882825.17,249864.2,2501.28,2235587.27,23713.18,3,10
C1534121010,191,159624.33554973823,2825037.65,9869400.29,400795.06,20618847.8,228399.59,11446.16,2825037.65,20582.58,6,41
C1534345584,612,154622.84975490195,4309431.61,39950379.41,504879.58,54678804.64,317985.68,15238.13,4309431.61,23914.16,13,99
C1535186561,44,138735.83386363636,590422.53,4766671.96,313361.29,1337704.73,160924.99,0.0,590422.53,16360.08,4,12
C1535313193,19,153693.11,1355782.9,1388602.22,266165.37,1531566.87,134548.62,7589.45,1355782.9,14609.01,1,3
C1535869005,250,136584.714,2621497.81,12495018.02,272337.13,21651160.48,274689.65,0.0,2621497.81,22200.72,6,42
C1536303027,84,113820.10571428572,974639.87,6325393.31,282825.2,3235495.57,287824.15,8313.37,974639.87,16663.91,3,17
C1536620213,128,102311.4553125,1142131.15,3830305.74,327595.75,9265560.54,281875.62,15488.19,1142131.15,26115.23,4,26
C1537036175,550,165921.84123636366,3453383.37,47882259.38,402149.29,43374753.3,297596.63,12173.37,3453383.37,21330.02,12,66
C1538732695,65,159546.5516923077,479279.24,9446627.15,306310.55,923898.71,0.0,0.0,479279.24,0.0,4,15
C1539018016,27,112546.85,291613.75,2742170.33,291613.75,296594.62,176889.73,5774.42,0.0,17496.97,2,6
C1539567031,325,182047.6692923077,2755435.86,31985637.32,306529.09,27179855.2,255849.23,0.0,2755435.86,16795.34,10,61
C1541502208,106,258332.7391509434,2528639.44,10883728.51,305928.51,16499541.84,209189.4,0.0,2528639.44,35444.0,4,21
C1542542941,85,156667.10564705884,3024657.01,4664402.35,343817.98,8652301.63,216693.23,913.0,3024657.01,24350.83,4,9
C1543254660,59,126595.40355932205,586787.19,4892481.26,276557.81,2576647.55,210180.34,0.0,586787.19,15859.73,3,12
C1544013167,9,113772.35666666666,260390.63,1001539.56,260390.63,22411.65,0.0,0.0,0.0,16215.9,2,3
C1548750460,532,121060.4984962406,1727276.65,28558519.05,352753.88,35845666.15,474797.45,0.0,1727276.65,20091.46,11,75
C1550718140,45,89925.12933333333,247030.54,3319509.07,247030.54,727121.75,165000.38,0.0,5306.73,25398.55,3,10
C1552291152,61,145443.99295081967,1595802.78,1800608.13,298520.73,7071475.44,204228.5,13928.46,1595802.78,23414.63,4,10
C1553245240,275,121641.7141090909,1783800.15,13810311.28,370036.08,19641160.1,309863.51,8264.54,1783800.15,37428.86,8,34
C1554585744,90,115771.83233333334,713348.94,6585765.12,238185.01,3833699.79,275978.36,5754.42,713348.94,16572.62,3,17
C1554797922,204,118298.20161764704,1821211.89,13876489.38,297856.09,10256343.75,230926.14,16594.28,1821211.89,18111.58,7,44
C1555778248,6,158953.505,307647.95,953721.03,307647.95,0.0,0.0,0.0,0.0,0.0,1,2
C1556700607,234,122384.4117948718,3075495.68,16247170.61,406332.36,12390781.75,264866.71,18672.3,3075495.68,29705.24,6,29
C1557333458,19,122076.43263157897,355022.27,1885679.38,283114.78,433772.84,0.0,0.0,355022.27,10129.14,2,5
C1557386667,172,93859.78709302326,660005.72,9012516.54,315673.03,7131366.84,223912.18,25984.81,660005.72,20159.38,8,34
C1558049061,191,120154.81287958116,1547556.22,12878774.37,336620.9,10070794.89,249002.5,2311.2,1547556.22,29091.9,5,34
C1559929465,72,183706.45888888888,1682878.68,3907557.9,289178.21,9319307.14,225020.64,9229.26,1682878.68,22445.83,3,10
C1560281704,724,121690.9141436464,3504048.94,39676468.35,430316.14,48427753.49,294198.03,12631.2,3504048.94,34022.18,16,124
C1561479598,218,139973.16325688074,3055567.34,11821763.84,316543.65,18692385.75,307420.87,9030.63,3055567.34,34326.87,7,33
C1562495986,222,133466.720990991,1632242.4,11821291.15,316948.68,17808320.91,268578.02,6303.47,1632242.4,20813.24,6,40
C1562995908,142,146823.39246478875,1477985.42,12333571.64,339286.91,8515350.09,236722.25,0.0,1477985.42,14478.22,5,23
C1563308626,23,127129.39304347828,233826.73,2530696.12,233826.73,393279.92,162324.47,1035.45,0.0,19586.25,2,4
C1564303061,721,143696.71481276004,2247606.68,53999702.99,452932.35,49605628.39,343255.72,0.0,2247606.68,27136.99,16,108
C1564385093,434,143497.69,3907604.23,33198072.52,438683.59,29079924.94,258404.0,721.51,3907604.23,21242.97,10,56
C1566876611,87,123774.54505747126,1163919.71,6740935.28,316590.29,4027450.14,231574.01,2059.49,1163919.71,11972.45,3,13
C1568011696,311,135467.33916398714,2677326.7,21558230.82,348697.36,20572111.66,302815.83,5500.82,2677326.7,21443.03,8,51
C1568722780,9,127016.03222222225,562678.36,244045.3,159108.66,899098.99,148158.64,0.0,562678.36,20126.46,1,4
C1569129426,202,140471.90509900992,2643598.74,8634123.8,300138.63,19741201.03,316169.44,6710.04,2643598.74,18911.61,6,24
C1571215808,14,130861.54285714286,261369.72,1675882.66,261369.72,156178.94,143714.4,0.0,0.0,12464.54,1,4
C1573941855,1157,156233.11168539326,3428497.45,87604584.08,565098.23,93157126.14,292912.83,14615.54,3428497.45,34260.67,23,205
C1574859160,11,102705.39363636365,299515.57,1125273.17,299515.57,4486.16,0.0,0.0,0.0,4486.16,2,5
C1575942127,92,156858.57152173913,2485020.34,8517691.65,345763.11,5913296.93,141804.52,0.0,2485020.34,24231.42,3,14
C1576346389,381,138829.6456430446,3871852.36,23776051.15,378348.97,29118043.84,249908.38,11060.95,3871852.36,22472.85,9,63
C1576414911,27,212231.81925925927,2149733.48,3320178.17,274795.56,2410080.95,129274.08,0.0,2149733.48,6267.81,1,7
C1577440542,81,134373.17481481482,3240286.9,6982154.2,269153.95,3902072.96,238846.68,0.0,3240286.9,19958.73,4,13
C1578987191,47,130377.56574468085,1152356.77,4179640.77,337856.99,1948104.82,242343.78,1928.83,1152356.77,7231.51,3,8
C1579700715,535,134226.63822429907,5074410.4,29943093.04,444010.02,41868158.41,299586.21,9456.79,5074410.4,25041.82,13,88
C1579752949,135,129881.1962222222,1632607.67,7733745.88,348417.04,9800215.61,266053.14,1562.98,1632607.67,18006.07,3,17
C1580145510,110,124039.8670909091,1420239.81,8148955.34,368159.11,5495430.04,202479.74,5554.72,1420239.81,18850.15,4,16
C1580722598,389,153256.0971208226,2309487.55,31742144.07,368621.86,27874477.71,309638.8,9162.45,2309487.55,27030.53,14,81
C1581140575,707,161154.61595473834,3054227.27,53169642.17,436490.49,60766671.31,321822.56,3178.44,3054227.27,22764.58,14,106
C1582539585,11,119449.81545454545,210123.01,1132925.0,210123.01,181022.97,61021.19,0.0,81950.55,0.0,1,2
C1582637163,582,152137.74939862543,2927854.83,46101738.69,485215.08,42442431.46,304861.03,5671.65,2927854.83,20232.16,11,89
C1583887340,569,129227.70855887522,2705888.34,39098490.28,392614.83,34432075.89,291503.14,13252.21,2705888.34,26468.67,13,106
C1585364388,193,131106.56808290156,1298402.03,13885049.7,318186.27,11418517.94,356738.84,7009.87,1298402.03,16371.36,5,39
C1585891617,15,106004.22333333334,270042.77,897080.9600000001,270042.77,692982.39,249113.16,0.0,0.0,18894.7,2,3
C1586010028,131,119793.69885496184,1520475.71,9696841.15,329865.73,5996133.399999999,236685.99,3549.27,1520475.71,28221.52,5,19
C1586865180,341,152737.12431085043,3417764.96,27575908.63,350912.88,24507450.76,276979.95,5872.46,3417764.96,24850.17,8,53
C1587090194,269,130298.62100371746,1237829.29,18834996.13,325796.19,16215332.92,271374.59,8588.98,1237829.29,25793.06,6,43
C1587612699,46,31655.840652173916,157927.55,0.0,0.0,1456168.67,157927.55,22894.15,0.0,17517.29,3,9
C1588621675,214,139863.80658878505,2139515.34,9480613.64,320181.35,20450240.97,250477.48,15875.18,2139515.34,24880.02,11,32
C1588996457,46,101205.93304347826,336672.76,3833270.85,336672.76,822202.07,214640.62,10375.01,336272.48,25631.81,3,16
C1589204932,230,180262.06478260868,1985175.12,23612465.96,346162.25,17847808.94,179412.25,0.0,1985175.12,16765.41,7,41
C1590816454,64,162003.37453124998,2602844.82,6500238.74,319020.69,3867977.23,246623.43,0.0,2602844.82,7588.01,3,15
C1591004876,89,161564.01640449438,2273431.71,3338005.51,328095.43,11041191.95,254674.54,2599.42,2273431.71,16852.56,3,20
C1592012587,243,121547.14399176954,1430113.71,16078516.47,513127.92,13457439.52,395326.04,15696.98,1430113.71,21641.99,7,34
C1593814357,423,184523.47619385345,3687250.57,41468441.26,416057.42,36584989.17,235713.55,4165.08,3687250.57,27368.45,11,65
C1593846557,7,55719.81142857143,135059.88,268235.19,135059.88,121803.49,102175.62,805.02,0.0,10500.09,1,1
C1596974138,126,163173.97777777776,2570527.28,5035176.21,345432.51,15524744.99,278036.92,11970.94,2570527.28,24447.16,5,22
C1597901435,10,151358.752,764388.14,451128.42,167470.93,1062459.1,100910.55,9017.49,764388.14,9834.88,2,4
C1598677256,330,115855.45684848484,2238022.09,20209287.01,335351.86,18023013.75,313493.71,10182.31,2238022.09,28975.82,7,54
C1599448916,360,131012.44227777778,1785872.18,16835018.19,448187.89,30329461.03,375355.97,2913.45,1785872.18,21664.07,10,52
C1599922422,321,122717.49535825544,2061227.97,21475055.41,360829.07,17917260.6,274198.52,4572.24,2061227.97,18159.14,9,56
C1601370636,31,101001.80129032258,459733.93,1524306.61,229568.06,1606749.23,211375.25,0.0,459733.93,15361.51,3,5
C1601643925,66,140012.74984848485,1184151.23,3428718.14,339549.76,5812123.35,155105.61,0.0,1184151.23,20898.48,4,11
C1601772658,239,140460.33322175732,2563463.87,11202544.33,325600.45,22367475.31,220177.3,8959.7,2563463.87,23534.4,8,39
C1602686804,243,131325.20300411523,2780975.3,8806675.68,336276.41,23105348.65,238018.86,3243.9,2780975.3,25198.77,8,37
C1604114760,506,139230.94031620552,2980804.8,36892810.15,424356.85,33558045.65,247929.64,5363.29,2980804.8,22593.45,11,89
C1604200482,141,95545.0655319149,1190249.01,7514108.56,302564.08,5957745.68,224311.86,2541.66,1190249.01,18689.98,4,25
C1605871669,11,70676.83,209428.6,627345.73,209428.6,150099.4,10112.3,10879.71,54602.8,9107.39,1,3
C1606085368,246,154927.025,2831162.37,13195202.9,284592.22,24916845.25,255930.3,0.0,2831162.37,30226.47,8,39
C1606118409,260,137942.6805,1868863.93,13882067.86,338122.22,21983029.07,236205.3,9169.21,1868863.93,25981.5,6,35
C1607885626,118,104906.74466101696,2588545.08,3537162.2800000003,280296.84,8841833.59,250353.38,0.0,2588545.08,28099.59,5,24
C1608267549,528,150710.34297348486,3361342.66,35786137.75,368432.28,43788923.34,316746.12,19853.29,3361342.66,24433.33,13,78
C1608649304,13,113501.98923076922,234917.6,1389325.86,234917.6,86200.0,79819.79,0.0,6175.29,204.92,2,4
C1610828915,78,145890.41717948718,2114718.96,6847159.04,324848.35,4532293.5,180554.07,0.0,2114718.96,15988.97,5,15
C1610859179,33,107237.62272727274,1088016.31,1325279.04,323183.44,2213562.51,182495.95,2810.0,1088016.31,21870.48,2,7
C1613319532,209,118931.00889952152,2464490.04,14143308.37,344269.42,10713272.49,272292.78,17497.09,2464490.04,28928.88,5,32
C1614294587,164,143362.4461585366,2694058.43,8294617.84,353102.82,15216823.33,306745.76,10200.42,2694058.43,26791.3,5,27
C1618567229,228,153391.13833333334,3268059.28,18674431.93,386541.83,16298747.61,264948.4,0.0,3268059.28,20898.52,7,46
C1619321258,50,104824.1486,290830.06,4278638.98,290830.06,962568.45,204941.79,1898.24,1868.96,14753.02,2,6
C1619740199,218,131522.39077981652,2440779.98,16185084.79,369548.63,12486796.4,249090.91,209.6,2440779.98,18018.08,9,32
C1620673808,176,136739.79460227274,1158992.96,13912243.41,351549.76,10153960.44,287521.7,0.0,1158992.96,22708.55,4,30
C1620837208,82,140530.10597560974,1717419.73,7229069.87,334106.08,4294398.82,192071.59,11560.11,1717419.73,20038.37,4,14
C1621110236,108,204518.3004629629,4761172.48,6311098.95,380548.84,15776877.5,257199.26,2282.64,4761172.48,30170.54,4,16
C1624921174,384,126873.90291666666,2757713.37,26441641.65,369936.67,22277937.07,323949.48,4001.87,2757713.37,25416.23,9,61
C1626524774,251,159746.65115537847,2285339.25,18537712.7,369571.55,21558696.74,239901.08,15922.91,2285339.25,23087.53,7,37
C1627087286,200,132031.6429,1586220.7,9622455.75,288861.96,16783872.830000002,260289.57,2603.03,1586220.7,27217.02,5,25
C1627257634,147,154647.72,2939959.01,6360016.3100000005,414371.95,16373198.53,222951.37,0.0,2939959.01,22809.72,5,28
C1627355944,75,128194.23466666666,1525583.95,2437816.04,243668.06,7176751.56,257372.46,11969.63,1525583.95,19780.67,3,12
C1629059057,40,135038.69075,1109482.57,3637380.1,273387.67,1764167.53,175246.62,5036.34,1109482.57,23134.31,2,5
C1629516215,33,85109.65424242424,247572.59,1675405.39,245012.57,1133213.2,247572.59,10751.54,0.0,16764.88,2,7
C1630137378,12,76039.66833333333,199854.48,454621.84,183419.08,457854.18,116499.18,3921.91,199854.48,12901.09,2,4
C1631830599,30,175898.51733333335,1480532.25,3264766.19,307954.84,2012189.33,0.0,0.0,1480532.25,0.0,2,5
C1632646734,87,168621.45172413794,2910842.41,8356305.76,308000.19,6313760.54,208676.69,0.0,2910842.41,19291.53,5,19
C1632697079,41,101890.8943902439,708165.97,1853347.92,270008.06,2324178.75,201809.48,0.0,708165.97,21451.62,3,7
C1632762667,152,119303.19309210528,3106481.02,5466299.48,451099.51,12667785.87,296538.87,19261.05,3106481.02,25548.42,5,36
C1633186031,64,132326.655,1684003.28,2252170.92,377767.48,6216735.0,196957.07,6426.34,1684003.28,21322.03,3,15
C1633605080,55,103838.31909090908,1079105.26,1183230.4,285480.74,4527877.15,237483.53,15880.82,1079105.26,23834.42,4,11
C1633788419,696,134448.7623132184,2347673.1,43760712.91,379001.75,49815625.66,304484.45,7941.98,2347673.1,29603.4,14,112
C1633931457,210,149535.4444285714,2282721.3,17360637.45,369200.1,14041805.88,368797.72,1305.53,2282721.3,21764.71,11,41
C1635848116,28,99924.21892857144,386691.47,989149.87,343968.13,1808728.26,316626.03,2361.8,386691.47,15239.48,3,7
C1635957916,160,144442.07575000002,1570100.77,13446413.09,374785.82,9664319.03,261974.07,0.0,1570100.77,25181.71,6,24
C1635995218,87,164137.6172413793,1806016.65,8450689.68,293664.91,5829283.02,281506.54,0.0,1806016.65,15935.19,3,15
C1636066525,210,153968.59842857142,1931710.8,17672511.08,386872.42,14660894.59,239206.9,4443.61,1931710.8,19375.99,5,30
C1636108247,279,152648.6387455197,2136821.55,15322138.34,327964.7,27266831.87,280188.78,6820.88,2136821.55,28710.28,8,39
C1639525092,5,137102.98,209005.66,566821.31,209005.66,118693.59,116974.73,0.0,0.0,0.0,1,1
C1639642758,73,113111.26794520549,657261.1,2583525.79,266682.09,5673596.77,305416.44,3540.82,657261.1,30308.84,3,15
C1641169875,161,151832.77838509317,2510412.62,8564390.82,329722.9,15880686.5,262396.54,6187.31,2510412.62,24163.8,4,22
C1641827348,206,114354.77024271846,1872290.43,13667363.63,354990.16,9889719.04,227039.49,857.13,1872290.43,24236.48,7,30
C1642037036,26,149126.87884615385,298109.13,3337292.58,298109.13,540006.27,205175.06,0.0,62042.86,4770.73,2,4
C1642153564,17,583760.7194117648,6541628.43,1194062.13,227377.62,8729870.1,109154.79,8526.2,6541628.43,13945.01,2,6
C1642195038,52,234292.6244230769,4619190.19,1416596.78,232494.07,10766619.69,267751.7,1612.15,4619190.19,19281.21,2,9
C1644678092,82,149750.15426829268,1248579.47,7871757.61,297394.6,4407755.04,246014.79,0.0,1248579.47,19162.3,4,14
C1646239383,53,105269.55339622642,1058076.69,1252030.64,259043.27,4327255.69,276329.89,8118.31,1058076.69,23832.48,3,10
C1646837681,53,111953.00358490567,1492798.04,1449124.21,234260.95,4484384.98,273200.9,11506.93,1492798.04,19147.1,4,10
C1649973764,67,126563.74029850746,860127.75,2355331.37,281137.26,6124439.23,291844.21,0.0,860127.75,16420.64,3,11
C1650189559,12,374110.2275,2653692.5,675337.23,219493.76,3813985.5,117962.45,0.0,2653692.5,13553.1,1,3
C1650446778,9,167504.17555555556,425022.33,512267.62,180882.14,995269.96,220929.18,0.0,425022.33,0.0,2,3
C1651822927,88,120520.11454545456,1223818.45,6929451.8100000005,344696.16,3676318.27,210864.73,5317.8,1223818.45,21285.37,4,13
C1652411734,116,152043.7945689655,1702971.0,10225422.24,317717.45,7411657.93,219734.5,0.0,1702971.0,16321.96,3,17
C1652480860,226,159458.96150442478,3160900.94,19859642.96,292910.71,16178082.34,283705.64,1755.47,3160900.94,22431.8,5,35
